Type,ID,Name,Color
Reaction,R01402,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase; 5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate,#FFCD69
Reaction,R01402,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase; 5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate,#FFCD69
Reaction,R01402,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase; 5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate,#FFCD69
Reaction,R01402,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase; 5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate,#FFCD69
Reaction,R01402,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase; 5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate,#FFCD69
Reaction,R01402,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase; 5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate,#FFCD69
Reaction,R01402,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase; 5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate,#FFCD69
Reaction,R01402,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase; 5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate,#FFCD69
Reaction,R01402,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase; 5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate,#FFCD69
Reaction,R01402,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase; 5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate,#FFCD69
Reaction,R01402,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase; 5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate,#FFCD69
Reaction,R01401,Methylthioadenosine methylthioribohydrolase; 5'-Methylthioadenosine + H2O <=> Adenine + 5-Methylthio-D-ribose,#FFCD69
Reaction,R00648,L-Methionine:oxygen oxidoreductase (deaminating); L-Methionine + H2O + Oxygen <=> 4-Methylthio-2-oxobutanoic acid + Ammonia + Hydrogen peroxide,#FFCD68
Reaction,R02285,N-Formimino-L-glutamate formiminohydrolase; N-Formimino-L-glutamate + H2O <=> L-Glutamate + Formamide,#FFCC67
Reaction,R00446,L-lysine:NAD+ 6-oxidoreductase (deaminating); L-Lysine + NAD+ + H2O <=> L-2-Aminoadipate 6-semialdehyde + NADH + Ammonia + H+,#FFC655
Reaction,R00446,L-lysine:NAD+ 6-oxidoreductase (deaminating); L-Lysine + NAD+ + H2O <=> L-2-Aminoadipate 6-semialdehyde + NADH + Ammonia + H+,#FFC655
Reaction,R00446,L-lysine:NAD+ 6-oxidoreductase (deaminating); L-Lysine + NAD+ + H2O <=> L-2-Aminoadipate 6-semialdehyde + NADH + Ammonia + H+,#FFC655
Reaction,R00446,L-lysine:NAD+ 6-oxidoreductase (deaminating); L-Lysine + NAD+ + H2O <=> L-2-Aminoadipate 6-semialdehyde + NADH + Ammonia + H+,#FFC655
Reaction,R00446,L-lysine:NAD+ 6-oxidoreductase (deaminating); L-Lysine + NAD+ + H2O <=> L-2-Aminoadipate 6-semialdehyde + NADH + Ammonia + H+,#FFC655
Reaction,R00446,L-lysine:NAD+ 6-oxidoreductase (deaminating); L-Lysine + NAD+ + H2O <=> L-2-Aminoadipate 6-semialdehyde + NADH + Ammonia + H+,#FFC655
Reaction,R00446,L-lysine:NAD+ 6-oxidoreductase (deaminating); L-Lysine + NAD+ + H2O <=> L-2-Aminoadipate 6-semialdehyde + NADH + Ammonia + H+,#FFC655
Reaction,R00446,L-lysine:NAD+ 6-oxidoreductase (deaminating); L-Lysine + NAD+ + H2O <=> L-2-Aminoadipate 6-semialdehyde + NADH + Ammonia + H+,#FFC655
Reaction,R00446,L-lysine:NAD+ 6-oxidoreductase (deaminating); L-Lysine + NAD+ + H2O <=> L-2-Aminoadipate 6-semialdehyde + NADH + Ammonia + H+,#FFC655
Reaction,R00446,L-lysine:NAD+ 6-oxidoreductase (deaminating); L-Lysine + NAD+ + H2O <=> L-2-Aminoadipate 6-semialdehyde + NADH + Ammonia + H+,#FFC655
Reaction,R00446,L-lysine:NAD+ 6-oxidoreductase (deaminating); L-Lysine + NAD+ + H2O <=> L-2-Aminoadipate 6-semialdehyde + NADH + Ammonia + H+,#FFC655
Reaction,R00490,L-Aspartate ammonia-lyase; L-Aspartate <=> Fumarate + Ammonia,#8181F7
Reaction,R00490,L-Aspartate ammonia-lyase; L-Aspartate <=> Fumarate + Ammonia,#8181F7
Reaction,R00490,L-Aspartate ammonia-lyase; L-Aspartate <=> Fumarate + Ammonia,#8181F7
Reaction,R00490,L-Aspartate ammonia-lyase; L-Aspartate <=> Fumarate + Ammonia,#8181F7
Reaction,R00490,L-Aspartate ammonia-lyase; L-Aspartate <=> Fumarate + Ammonia,#8181F7
Reaction,R00490,L-Aspartate ammonia-lyase; L-Aspartate <=> Fumarate + Ammonia,#8181F7
Reaction,R00490,L-Aspartate ammonia-lyase; L-Aspartate <=> Fumarate + Ammonia,#8181F7
Reaction,R00490,L-Aspartate ammonia-lyase; L-Aspartate <=> Fumarate + Ammonia,#8181F7
Reaction,R00490,L-Aspartate ammonia-lyase; L-Aspartate <=> Fumarate + Ammonia,#8181F7
Reaction,R00490,L-Aspartate ammonia-lyase; L-Aspartate <=> Fumarate + Ammonia,#8181F7
Reaction,R00490,L-Aspartate ammonia-lyase; L-Aspartate <=> Fumarate + Ammonia,#8181F7
Reaction,R02288,4-imidazolone-5-propanoate amidohydrolase; 4-Imidazolone-5-propanoate + H2O <=> N-Formimino-L-glutamate,#FFCC67
Reaction,R02914,"4,5-Dihydro-4-oxo-5-imidazolepropanoate hydro-lyase; 4-Imidazolone-5-propanoate <=> Urocanate + H2O",#FFCB62
Reaction,R00650,S-Adenosyl-L-methionine:L-homocysteine S-methyltransferase; S-Adenosyl-L-methionine + L-Homocysteine <=> S-Adenosyl-L-homocysteine + L-Methionine,#FFCB64
Reaction,R00996,L-threonine ammonia-lyase (2-oxobutanoate-forming); L-Threonine <=> 2-Oxobutanoate + Ammonia,#FFCB64
Reaction,R01939,L-2-aminoadipate:2-oxoglutarate aminotransferase; L-2-Aminoadipate + 2-Oxoglutarate <=> 2-Oxoadipate + L-Glutamate,#FFCD69
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R08648,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating); Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2,#FFC95C
Reaction,R05070,"(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase; (R)-2,3-Dihydroxy-3-methylpentanoate <=> (S)-3-Methyl-2-oxopentanoic acid + H2O",#FFCD69
Reaction,R02197,L-Isoleucine:oxygen oxidoreductase (deaminating); L-Isoleucine + H2O + Oxygen <=> (S)-3-Methyl-2-oxopentanoic acid + Ammonia + Hydrogen peroxide,#FFCA5F
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating); (S)-2-Acetolactate + CO2 <=> 2 Pyruvate,#FFC85A
Reaction,R01213,"acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming); 3-Carboxy-3-hydroxy-4-methylpentanoate 3-methyl-2-oxobutanoate-lyase (CoA-acetylating); alpha-Isopropylmalate + CoA <=> Acetyl-CoA + 3-Methyl-2-oxobutanoic acid + H2O",#FFCD69
Reaction,R03968,2-Isopropylmalate hydro-lyase; alpha-Isopropylmalate <=> 2-Isopropylmaleate + H2O,#FFCD69
Reaction,R04426,"(2R,3S)-3-isopropylmalate:NAD+ oxidoreductase; (2R,3S)-3-Isopropylmalate + NAD+ <=> (2S)-2-Isopropyl-3-oxosuccinate + NADH + H+",#FFCC67
Reaction,R01088,L-leucine:NAD+ oxidoreductase (deaminating); L-Leucine + H2O + NAD+ <=> 4-Methyl-2-oxopentanoate + Ammonia + NADH + H+,#FFCC67
Reaction,R01214,L-Valine:2-oxoglutarate aminotransferase; L-Valine + 2-Oxoglutarate <=> 3-Methyl-2-oxobutanoic acid + L-Glutamate,#FFCC66
Reaction,R01168,L-histidine ammonia-lyase (urocanate-forming); L-Histidine <=> Urocanate + Ammonia,#FFCC67
Reaction,R02413,Shikimate:NADP+ 3-oxidoreductase; Shikimate + NADP+ <=> 3-Dehydroshikimate + NADPH + H+,#FFCD69
Reaction,R04323,2-Amino-3-carboxymuconate semialdehyde carboxy-lyase; 2-Amino-3-carboxymuconate semialdehyde <=> 2-Aminomuconate semialdehyde + CO2,#FFCB62
Reaction,R00927,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase; 2-methylacetoacetyl-CoA thiolase; Propanoyl-CoA + Acetyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA,#FFCD68
Reaction,R00927,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase; 2-methylacetoacetyl-CoA thiolase; Propanoyl-CoA + Acetyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA,#FFCD68
Reaction,R00927,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase; 2-methylacetoacetyl-CoA thiolase; Propanoyl-CoA + Acetyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA,#FFCD68
Reaction,R00927,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase; 2-methylacetoacetyl-CoA thiolase; Propanoyl-CoA + Acetyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA,#FFCD68
Reaction,R00927,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase; 2-methylacetoacetyl-CoA thiolase; Propanoyl-CoA + Acetyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA,#FFCD68
Reaction,R00927,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase; 2-methylacetoacetyl-CoA thiolase; Propanoyl-CoA + Acetyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA,#FFCD68
Reaction,R00927,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase; 2-methylacetoacetyl-CoA thiolase; Propanoyl-CoA + Acetyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA,#FFCD68
Reaction,R00927,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase; 2-methylacetoacetyl-CoA thiolase; Propanoyl-CoA + Acetyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA,#FFCD68
Reaction,R00927,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase; 2-methylacetoacetyl-CoA thiolase; Propanoyl-CoA + Acetyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA,#FFCD68
Reaction,R00927,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase; 2-methylacetoacetyl-CoA thiolase; Propanoyl-CoA + Acetyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA,#FFCD68
Reaction,R00927,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase; 2-methylacetoacetyl-CoA thiolase; Propanoyl-CoA + Acetyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA,#FFCD68
Reaction,R04204,"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA hydro-liase; (2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA <=> 2-Methylbut-2-enoyl-CoA + H2O",#FFC757
Reaction,R03172,"(S)-2-methylbutanoyl-CoA:acceptor 2,3-oxidoreductase; (S)-2-Methylbutanoyl-CoA + Acceptor <=> 2-Methylbut-2-enoyl-CoA + Reduced acceptor",#FFCC66
Reaction,R03174,(S)-2-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylbutanoyl)transferase; (S)-2-Methylbutanoyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine,#FFCA5F
Reaction,R01702,"4-methyl-2-oxopentanoate:[dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-2-methylpropanoylating); 4-Methyl-2-oxopentanoate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine + CO2",#FFCC67
Reaction,R04097,3-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(3-methylbutanoyl)transferase; 3-Methylbutanoyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine,#FFC95D
Reaction,R04095,"3-methylbutanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase; 3-Methylbutanoyl-CoA + FAD <=> 3-Methylcrotonyl-CoA + FADH2",#FFCB62
Reaction,R04138,3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming); ATP + 3-Methylcrotonyl-CoA + HCO3- <=> ADP + Orthophosphate + 3-Methylglutaconyl-CoA,#FFCC65
Reaction,R02085,(S)-3-Hydroxy-3-methylglutaryl-CoA hydro-lyase (trans-3-methylglutaconyl-CoA-forming); (S)-3-Hydroxy-3-methylglutaryl-CoA <=> 3-Methylglutaconyl-CoA + H2O,#FFCC65
Reaction,R00697,L-phenylalanine ammonia-lyase (trans-cinnamate-forming); L-Phenylalanine <=> trans-Cinnamate + Ammonia,#FFCC67
Reaction,R05068,"(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing); (R)-2,3-Dihydroxy-3-methylpentanoate + NADP+ <=> (R)-3-Hydroxy-3-methyl-2-oxopentanoate + NADPH + H+",#FFCD69
Reaction,R00397,L-aspartate 4-carboxy-lyase (L-alanine-forming); L-Aspartate <=> L-Alanine + CO2,#FFCB64
Reaction,R01248,L-Proline:NAD+ 5-oxidoreductase; L-Proline + NAD+ <=> (S)-1-Pyrroline-5-carboxylate + NADH + H+,#FFC95E
Reaction,R03314,L-Glutamate 5-semialdehyde <=> (S)-1-Pyrroline-5-carboxylate + H2O,#FFC95E
Reaction,R01373,prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming); Prephenate <=> Phenylpyruvate + H2O + CO2,#FFCD69
Reaction,R01287,O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-acetyl-L-homoserine acetate-lyase (adding hydrogen sulfide); O-Acetyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine + Acetate,#FFC95E
Reaction,R01287,O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-acetyl-L-homoserine acetate-lyase (adding hydrogen sulfide); O-Acetyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine + Acetate,#FFC95E
Reaction,R01287,O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-acetyl-L-homoserine acetate-lyase (adding hydrogen sulfide); O-Acetyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine + Acetate,#FFC95E
Reaction,R01287,O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-acetyl-L-homoserine acetate-lyase (adding hydrogen sulfide); O-Acetyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine + Acetate,#FFC95E
Reaction,R01287,O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-acetyl-L-homoserine acetate-lyase (adding hydrogen sulfide); O-Acetyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine + Acetate,#FFC95E
Reaction,R01287,O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-acetyl-L-homoserine acetate-lyase (adding hydrogen sulfide); O-Acetyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine + Acetate,#FFC95E
Reaction,R01287,O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-acetyl-L-homoserine acetate-lyase (adding hydrogen sulfide); O-Acetyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine + Acetate,#FFC95E
Reaction,R01287,O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-acetyl-L-homoserine acetate-lyase (adding hydrogen sulfide); O-Acetyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine + Acetate,#FFC95E
Reaction,R01287,O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-acetyl-L-homoserine acetate-lyase (adding hydrogen sulfide); O-Acetyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine + Acetate,#FFC95E
Reaction,R01287,O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-acetyl-L-homoserine acetate-lyase (adding hydrogen sulfide); O-Acetyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine + Acetate,#FFC95E
